id,offering_keys,type,tiers,supplier_key,product_key
1601ba92402141e7b97638218c28257e,"[""eb82b0ec989942438f3846c21e3b32cb""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""EA."",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":8.001859027718691,""UOM"":""EA."",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":16.003718055437382,""UOM"":""EA."",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":24.005577083156073,""UOM"":""EA."",""MinQty"":53,""MaxQty"":200}]",,da80eb4711244db4a15bea284c6b9321
1b36b8a989184d008d4ff7673b6195f0,"[""3e3812b558834f87b713541251f7498c"",""34b47ad57e2a48ae95d702f425229114"",""d90872bc5bdc414b8dcecd16ea48aba3"",""ec21d983f1384d16a28ad358adce0fc8"",""681c7e2a9b13497c862dc3cab56f5a03"",""773d0df118c9443f983b7e55ec3db333"",""06bc8b3275ba4af5a45eff1345ff2a3b"",""5725b472d5654ce2a97a218d04434a39"",""30200ef6e4824a6f94b5dcb238e6e124"",""fa984f6a7ddd4b798447bdb1db051f37"",""04d70c316f5c40998bf1daa589c035c3"",""42e34da1d00e4aa0b5c4700115845993""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.5922435032616041,""UOM"":""EA."",""MinQty"":1,""MaxQty"":7713},{""DiscountPercentage"":0.39965283776500143,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2343},{""DiscountPercentage"":0.978645652525041,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7031},{""DiscountPercentage"":0.9344177787309473,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":8316},{""DiscountPercentage"":0.944103234145603,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3831},{""DiscountPercentage"":0.46641278790650625,""UOM"":""Box"",""MinQty"":1,""MaxQty"":9829},{""DiscountPercentage"":0.0897124864670882,""UOM"":""Case"",""MinQty"":1,""MaxQty"":5627},{""DiscountPercentage"":0.9303118083566243,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7925},{""DiscountPercentage"":0.4786224612100075,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4312},{""DiscountPercentage"":0.009954846834786578,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3214},{""DiscountPercentage"":0.4104580674533785,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6094},{""DiscountPercentage"":0.26277896805958934,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7212}]",5e48dcb5015d45868186a143fddd2345,
5624079881a44bff81bf4550f2277e7a,"[""f7a4a1ff563f4e02bff8d61a071bffc0""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.60435401119356,""UOM"":""Case"",""MinQty"":1,""MaxQty"":7502}]",031ad2a2917444adaeca5e3895bd2f24,
858d463748e749cb80ddb55b4171b1a2,"[""a32aad43625642d1b353f7b3568df794"",""ea01a1dcb38e47a9b6a6ffbe750ee5b8"",""41588749b60a48678ef1d95f13557960"",""97d5900275374159bc9c31798e8255ea"",""9d8de8c7db374d74b9d7e63de6f44740"",""fe365338776942eab24690ac053c12ab"",""a527c951547d4c39b2c679bdff79f424"",""e92a12a8fff54337b476b1b67dd8d099"",""e28500d7d8524a6783c08c0038c47282"",""231185ffc5b14f0683ffb640227a4d16"",""ecb9f8a26627498c900da73abac414e9"",""2e6dbda2cf824335b801b29f330a952c"",""2de2b6dd2cf648f8a956cc0fd89a3343"",""ef148935d98849f98a4e902332b4120a"",""288131a437474ad3a7ce2057e4c78c94"",""2d8a53c1b6fc49de826f686380aa8ad2"",""afcd3e85ad7c4b45b6aafbd90d5580fb"",""7bf59b30502341359669f51ad131157f"",""c1f47d3441f1489c88afa7d72bf3b75e"",""6be9e5b661904fdc8600f0f4ea098994"",""339e937b1c394620b7544fb0be2fdfb0"",""87908dd3af9946058f1900b8e2e4574c"",""7bbf20f216ea4df28dffc30c710cf081"",""f6dd6faa734f498bad981e30c72da5f3"",""b0663cd3a5e3488c8a853817bbfb435c""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.9388023200802894,""UOM"":""EA."",""MinQty"":1,""MaxQty"":582},{""DiscountPercentage"":0.08457014538246459,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":5070},{""DiscountPercentage"":0.14495305324597726,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2335},{""DiscountPercentage"":0.5327257874275497,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":949},{""DiscountPercentage"":0.900536694557229,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4237},{""DiscountPercentage"":0.6977182791626209,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6604},{""DiscountPercentage"":0.1690641468898359,""UOM"":""Box"",""MinQty"":1,""MaxQty"":8354},{""DiscountPercentage"":0.4487936925896999,""UOM"":""EA."",""MinQty"":1,""MaxQty"":5680},{""DiscountPercentage"":0.882916108943288,""UOM"":""Box"",""MinQty"":1,""MaxQty"":4305},{""DiscountPercentage"":0.5974744860957106,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6114},{""DiscountPercentage"":0.7939471927312023,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4405},{""DiscountPercentage"":0.9549560015459384,""UOM"":""Case"",""MinQty"":1,""MaxQty"":1575},{""DiscountPercentage"":0.8269315241564388,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7087},{""DiscountPercentage"":0.013967202381686777,""UOM"":""Box"",""MinQty"":1,""MaxQty"":8766},{""DiscountPercentage"":0.7061669734948413,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6754},{""DiscountPercentage"":0.957959524986386,""UOM"":""Box"",""MinQty"":1,""MaxQty"":7412},{""DiscountPercentage"":0.46837989933856444,""UOM"":""Case"",""MinQty"":1,""MaxQty"":860},{""DiscountPercentage"":0.6095897348399969,""UOM"":""Case"",""MinQty"":1,""MaxQty"":2237},{""DiscountPercentage"":0.6748705137126417,""UOM"":""Box"",""MinQty"":1,""MaxQty"":7910},{""DiscountPercentage"":0.9414554866906771,""UOM"":""EA."",""MinQty"":1,""MaxQty"":5195},{""DiscountPercentage"":0.13895138618439629,""UOM"":""Box"",""MinQty"":1,""MaxQty"":5250},{""DiscountPercentage"":0.2118629263876216,""UOM"":""EA."",""MinQty"":1,""MaxQty"":65},{""DiscountPercentage"":0.4323075298496433,""UOM"":""Case"",""MinQty"":1,""MaxQty"":9738},{""DiscountPercentage"":0.446872019527787,""UOM"":""EA."",""MinQty"":1,""MaxQty"":8241},{""DiscountPercentage"":0.6374126509702719,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1936}]",789ffe00f42f408280ce06547acb2103,
ffb1cae8558c409c9feda87e626d33ac,"[""f2f65ea51a844ac7afa6cc9e6361d05e"",""f2b7de8d5e9e4e77a50c6895e125fbec"",""c5d8a847a9594555aa0e737ba6ffb781"",""da7f6e7fd94d4d39ae03e3847cb4b587"",""9baf66b4e3c143feb1c1f29e2e64745c"",""f66c2d8d60c64fd68a7b97b6bcfb770b"",""83a8777e7ba64588999d357b035d6dea"",""57743d8da289446e88b5528499f129e0"",""df296e88e7f34e9fb54400a1c7ab5539"",""7cc2c58cb1a34ffbb95cfe5a6a309e5e"",""5107915d348a4ea488ea4cf4ac202c3b"",""1ae28650ddab4dda9be3dc73a3060ce4"",""e1c37204272f4c23ac36bfb4019e35fd"",""4b1450ccc09944be83bd43568c993b7e"",""fcf5d843bbb14d73a45a8d5d880d5373"",""08512e1c516c4e17993b01ce5a4f4871"",""ccdb58d6e4c44271b2c07329e723e4b7"",""9f5941c632914079b80ab1276642fec3"",""1e5c8518de1f45698d51e8db26d77c46"",""669ec73436a74c7ea9f3d1637c6acd49"",""da7f90c8dc3d46b98f400dbf959aac04"",""a952142def45446ab0737233583a9680"",""28fdb0c34fa84baba5be63b277c4708e"",""d743109371b6489ca928d9429c875827"",""1d984c26943d46fbb7ea4471a6f94bcd""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.618920273012059,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":9305},{""DiscountPercentage"":0.337007512797794,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":2127},{""DiscountPercentage"":0.41637130394156996,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1147},{""DiscountPercentage"":0.7255629760363835,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":2330},{""DiscountPercentage"":0.610169505992147,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2348},{""DiscountPercentage"":0.7967394307885389,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6790},{""DiscountPercentage"":0.489368126675658,""UOM"":""EA."",""MinQty"":1,""MaxQty"":632},{""DiscountPercentage"":0.8996256079719369,""UOM"":""EA."",""MinQty"":1,""MaxQty"":1084},{""DiscountPercentage"":0.8723696460881414,""UOM"":""EA."",""MinQty"":1,""MaxQty"":9968},{""DiscountPercentage"":0.24829814451309531,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":8281},{""DiscountPercentage"":0.26879988400261207,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":3288},{""DiscountPercentage"":0.8011282729901549,""UOM"":""EA."",""MinQty"":1,""MaxQty"":5228},{""DiscountPercentage"":0.9895627859349675,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6096},{""DiscountPercentage"":0.5181543468496426,""UOM"":""Box"",""MinQty"":1,""MaxQty"":6558},{""DiscountPercentage"":0.7419929246822383,""UOM"":""Case"",""MinQty"":1,""MaxQty"":9713},{""DiscountPercentage"":0.004870263629100367,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2244},{""DiscountPercentage"":0.48810012338055286,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2309},{""DiscountPercentage"":0.6301138441147155,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":8102},{""DiscountPercentage"":0.4986723256438189,""UOM"":""EA."",""MinQty"":1,""MaxQty"":3803},{""DiscountPercentage"":0.8260473997682919,""UOM"":""EA."",""MinQty"":1,""MaxQty"":2632},{""DiscountPercentage"":0.2942505578009979,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1699},{""DiscountPercentage"":0.20005500082214744,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":9919},{""DiscountPercentage"":0.9467520953643704,""UOM"":""Case"",""MinQty"":1,""MaxQty"":7399},{""DiscountPercentage"":0.21830948738254494,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4458},{""DiscountPercentage"":0.3218494125585251,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6006}]",574ee80b77f64ef98438b4e22e7343c0,
fa9df69d781b43ef9c97269b72545d4a,"[""3dcae7011bbc45bc97d86249fe1435af"",""d9e1da4e744c43d292e94312e8e9ea4c"",""51984981d301492bbc6cc6b0f871e4d5"",""9eccefc8054a4b9bb351303b69c4bebe"",""393910a860ff45a0b22a8a67102b3050"",""9c6a3fdbd3344b1ca8cb0d15fb2a1d6a"",""389b5385f8374e0a919522b5a671eba1"",""e75df7f4fe8e4b74930a20a5028b4a7f"",""977bca94cea040b084f2fe2cdd934f3d"",""3e637140d1804da18c7d51fe9197bab8"",""c2f245dcb7b742649ea1ff12df0960b3"",""f94d12f47b2c46d58418232926d0e517"",""bed47e6d2ada479aa75d6bfa0654f401"",""eb16dc5279354e58adc3c87dc7cfa0e4"",""406cc3081af54048a524dbff27ed564e"",""36a436501aa4437784502bd6f9c54617"",""d8018bc940d04df99e834797ceda6142"",""66f5d79fc35a415dae96807e3aab0bf2"",""e1316b4736b84029986362dbcdd6d2f9"",""8ff82abc4f954587b8230198e9209ae6"",""6c3a87ddeebe4040bc282e73deff056c"",""8c166ee491d545ac936640fb731adc4f""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.028343648238154082,""UOM"":""EA."",""MinQty"":1,""MaxQty"":3681},{""DiscountPercentage"":0.0931115566408672,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3107},{""DiscountPercentage"":0.9681930510049674,""UOM"":""Case"",""MinQty"":1,""MaxQty"":9190},{""DiscountPercentage"":0.48725671882272037,""UOM"":""Case"",""MinQty"":1,""MaxQty"":121},{""DiscountPercentage"":0.1576394715122482,""UOM"":""Case"",""MinQty"":1,""MaxQty"":2635},{""DiscountPercentage"":0.7079604440784764,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7066},{""DiscountPercentage"":0.6731622934191039,""UOM"":""EA."",""MinQty"":1,""MaxQty"":7748},{""DiscountPercentage"":0.6784694674400772,""UOM"":""Case"",""MinQty"":1,""MaxQty"":8001},{""DiscountPercentage"":0.7379234092080703,""UOM"":""Case"",""MinQty"":1,""MaxQty"":4256},{""DiscountPercentage"":0.731051906315333,""UOM"":""Case"",""MinQty"":1,""MaxQty"":7714},{""DiscountPercentage"":0.1586438613245921,""UOM"":""Case"",""MinQty"":1,""MaxQty"":2792},{""DiscountPercentage"":0.019945108026194328,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":3240},{""DiscountPercentage"":0.6492053583830447,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6301},{""DiscountPercentage"":0.22259961400843753,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1754},{""DiscountPercentage"":0.23779919141818068,""UOM"":""Box"",""MinQty"":1,""MaxQty"":3569},{""DiscountPercentage"":0.03276380816170831,""UOM"":""Box"",""MinQty"":1,""MaxQty"":6947},{""DiscountPercentage"":0.966365410288788,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2674},{""DiscountPercentage"":0.7897339712482179,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7317},{""DiscountPercentage"":0.7701193614777548,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":1648},{""DiscountPercentage"":0.0030066959441953514,""UOM"":""EA."",""MinQty"":1,""MaxQty"":3212},{""DiscountPercentage"":0.4781433617606252,""UOM"":""Case"",""MinQty"":1,""MaxQty"":8942},{""DiscountPercentage"":0.12935004530633798,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":5208}]",dc7de42166684da6a721732c808546bd,
2a6d3f82c1da4d7cabd367d25816640c,"[""6e049f9bf0354b18bff9e5b9fe9031bf""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.7291160632222491,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":1092}]",,a8ae5372cc54421095083287af4c66d5
d3ac7146f24147b58c3db9f4085b10b7,"[""aed31bd6ce6d4e90a5536624759eece3"",""f6201e72026f4166a54288ae6971e773"",""a84b71a4c630402787ad4cb3a3bb9392"",""86f729d55c9741458799000fae8c5149"",""d05de0736ebd4a2db0320b2da7654d48"",""da84f9c59f4140cead3bc65386f018c9"",""9e0f52d8611242c196ac1173d8a84977"",""3da91ded2040404b9736a37a03f9b809"",""e587de31f39547b0951e3a500abe5e2b"",""f38c8ae11ddb4b3884c758b37466a772"",""720b7618da6043268c0a0b90517eaff9"",""b9298c8c51ec4667a1de258946b38298"",""31ec54d4f99c4cd7a8864b7d7e1091f7"",""b40d43677d72459b817cc23234b5fb33"",""f4b76be1c7034a82a8f345378a573bd3"",""5c89faaa7ed74525944eae19f137648a"",""46ade80ca51f4d3785df3e5d2719e917"",""fad1f395e9ef47e4abd086b025da2ba4"",""7d69703829e34ea781fe2ae3cbec2f24"",""86c881afe71a44f79999ddd36f98c747"",""b38bade0917d4648948126f380af48e3"",""244a447a098743799f0f08607789ffdc"",""1a5ba31bef414d48a650817b2fcb0771"",""1285718b4c0944c6b3e6d1bb7528cb2c"",""ffb66ca637a94e5b9c8d7e645602046f""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.0203670879593131,""UOM"":""Box"",""MinQty"":1,""MaxQty"":4896},{""DiscountPercentage"":0.2972695093309189,""UOM"":""EA."",""MinQty"":1,""MaxQty"":2474},{""DiscountPercentage"":0.7199060683533128,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":1243},{""DiscountPercentage"":0.19693543815476056,""UOM"":""EA."",""MinQty"":1,""MaxQty"":5138},{""DiscountPercentage"":0.47429697706941937,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":4254},{""DiscountPercentage"":0.36467103370635634,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":5343},{""DiscountPercentage"":0.7279121739049511,""UOM"":""Case"",""MinQty"":1,""MaxQty"":779},{""DiscountPercentage"":0.7721973884318365,""UOM"":""Case"",""MinQty"":1,""MaxQty"":8632},{""DiscountPercentage"":0.01306333662757571,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6614},{""DiscountPercentage"":0.0160982211824272,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":587},{""DiscountPercentage"":0.4322092088475205,""UOM"":""EA."",""MinQty"":1,""MaxQty"":1046},{""DiscountPercentage"":0.14227293679789219,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2752},{""DiscountPercentage"":0.4530391349859762,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":7267},{""DiscountPercentage"":0.07998738353318757,""UOM"":""Case"",""MinQty"":1,""MaxQty"":9247},{""DiscountPercentage"":0.014610501127868054,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":4962},{""DiscountPercentage"":0.60881112377227,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6920},{""DiscountPercentage"":0.8596039235832914,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":9458},{""DiscountPercentage"":0.12484806255800958,""UOM"":""EA."",""MinQty"":1,""MaxQty"":3937},{""DiscountPercentage"":0.3710532492426584,""UOM"":""EA."",""MinQty"":1,""MaxQty"":6048},{""DiscountPercentage"":0.4827094534190334,""UOM"":""Box"",""MinQty"":1,""MaxQty"":5951},{""DiscountPercentage"":0.013000711875101918,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3587},{""DiscountPercentage"":0.4173055490391575,""UOM"":""EA."",""MinQty"":1,""MaxQty"":1750},{""DiscountPercentage"":0.4179867385955431,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3673},{""DiscountPercentage"":0.7399675277450433,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":2898},{""DiscountPercentage"":0.026601690661515874,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":1809}]",e2bb71c1ebcf48c3830f57fd78f6fb0d,
5ed4879b52324789b4709e8efdaa484b,"[""6c09851074a6468b865821082df30c82"",""bc3b8455481f493ab10fc788490e04df"",""272abc5512b1476c816bd5d8d8b4a05e"",""49926f005e594b518b6ded4798d28f9e"",""a1ba354e77574de4b932debcc32420c7"",""4db6788ed1984db98ca14de4adc0fc42"",""3fb8736f63574f3bb4bbadcd55b09459"",""d7c5fe6c04b840b1a03bccea1818b3fc"",""2273050b9ffd442c9fc02a50036a6ce6"",""d29611e7c3e8486686057593a5bb699e"",""f9a0c2beb3a44442824173e75fe8612f"",""cd3d30dbd12e4a3ba572bf2556c554bf"",""3d252783075745668954b1f6e19544b1"",""0a27d52634d04d5f82587a138da73116"",""7e44b30643564b049c761bc120d0729b"",""22ca6872f63c45788dd0ba18be38ba55"",""10724164174943e1b3c5b9fe2e73dc09"",""139f11c73b914a95a0e4c57c2dae1f4d"",""0dd01f240ef74fd5bf6467a591aa12e3""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.12445477399154979,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2713},{""DiscountPercentage"":0.8321163285040896,""UOM"":""Box"",""MinQty"":1,""MaxQty"":7580},{""DiscountPercentage"":0.2484596672756973,""UOM"":""Box"",""MinQty"":1,""MaxQty"":6995},{""DiscountPercentage"":0.9389515967562622,""UOM"":""Box"",""MinQty"":1,""MaxQty"":5549},{""DiscountPercentage"":0.8188571528593365,""UOM"":""Case"",""MinQty"":1,""MaxQty"":4022},{""DiscountPercentage"":0.4825721785903151,""UOM"":""Case"",""MinQty"":1,""MaxQty"":821},{""DiscountPercentage"":0.31843867148786265,""UOM"":""Case"",""MinQty"":1,""MaxQty"":5219},{""DiscountPercentage"":0.05890016601415083,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":8833},{""DiscountPercentage"":0.9038800093986907,""UOM"":""Case"",""MinQty"":1,""MaxQty"":8551},{""DiscountPercentage"":0.6631523585067253,""UOM"":""Case"",""MinQty"":1,""MaxQty"":5148},{""DiscountPercentage"":0.4955100933083554,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":5823},{""DiscountPercentage"":0.9168410949567535,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":6043},{""DiscountPercentage"":0.9716788758272752,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2829},{""DiscountPercentage"":0.9191959191596495,""UOM"":""EA."",""MinQty"":1,""MaxQty"":6196},{""DiscountPercentage"":0.02155197862288221,""UOM"":""Box"",""MinQty"":1,""MaxQty"":8914},{""DiscountPercentage"":0.4414331372644815,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":5964},{""DiscountPercentage"":0.5849645561520498,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":977},{""DiscountPercentage"":0.9305156942970556,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":750},{""DiscountPercentage"":0.10001466841695478,""UOM"":""EA."",""MinQty"":1,""MaxQty"":18}]",b75beeb06e1b406990bc2c2ce510d6b7,
bc8f3ac05df04aaa868124320fbad9c7,"[""fd22a09fb25042c69039af11ac433237""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""Box"",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":4.9673533943925205,""UOM"":""Box"",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":9.934706788785041,""UOM"":""Box"",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":14.902060183177563,""UOM"":""Box"",""MinQty"":53,""MaxQty"":200}]",,7e32ae2f278541728bfa2308d6bc5644
98083a3b42be4f4b9f7e168b695a8389,"[""913ea63ce0d140c0bbe8c43c59405a4a""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.3863208883908269,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3855}]",,d8dec22e1b8e451699216f95cea0858d
8f7ac2845ca740449ff30ced575ae67e,"[""b20872108ee2425fa93e473cf32bda5e""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.5669526118322777,""UOM"":""Box"",""MinQty"":1,""MaxQty"":9977}]",,46fefc5dad294a6095784ebd0054fc52
b2ac562cf0a340de9c5f23db1c14b56c,"[""d86ab334fbb64de1a8fa39aa5395faa6"",""6448a89e50004d46a7c132360b47539e"",""95daba305c884c1694df70e85f8f2fda"",""ff8f7f48e7db48d480638131b60d022c"",""50fd639950a24da897416f5a406901af"",""7d31743fbc1f48fd9835ed9a01f419e0"",""abdd484c405e485aa9b1058801900253"",""27100a5e7ebe4b85abad649121d0e170"",""6eee8001d2f34b0e9bcf0a79516da71e"",""064f27db7bab4783a12263ae8bcd040c"",""cb4ac26ee5ff4d86a376c382fae2fa48"",""9c1dd3cc192c44c5bba53cc79240bf12"",""61cb5744a61b489d85687068c59cad05"",""8e1ec3ff1a064e0e99bb463c3c127c1b"",""eea8be6efce34c8097ab62c9835d63d6"",""61511f2f61cb4d1dbbe5660e41d422e4"",""b617de1feacb4f4daf2337bdc692ee39"",""27cfa91cb82949ceac1ff739cdfc78dc""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.535417395411043,""UOM"":""Case"",""MinQty"":1,""MaxQty"":8375},{""DiscountPercentage"":0.629338071749881,""UOM"":""Case"",""MinQty"":1,""MaxQty"":5184},{""DiscountPercentage"":0.789999735708569,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2282},{""DiscountPercentage"":0.6845281878497851,""UOM"":""EA."",""MinQty"":1,""MaxQty"":4167},{""DiscountPercentage"":0.49952646350937163,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":7455},{""DiscountPercentage"":0.82758945100787,""UOM"":""Case"",""MinQty"":1,""MaxQty"":7279},{""DiscountPercentage"":0.28231774942584803,""UOM"":""Box"",""MinQty"":1,""MaxQty"":8683},{""DiscountPercentage"":0.9407196456930865,""UOM"":""Case"",""MinQty"":1,""MaxQty"":6012},{""DiscountPercentage"":0.4777632759412372,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2974},{""DiscountPercentage"":0.7057130709747422,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1563},{""DiscountPercentage"":0.9124888237720419,""UOM"":""Box"",""MinQty"":1,""MaxQty"":3447},{""DiscountPercentage"":0.7607815830869481,""UOM"":""Box"",""MinQty"":1,""MaxQty"":4558},{""DiscountPercentage"":0.627697370471537,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":9471},{""DiscountPercentage"":0.03886180153308784,""UOM"":""Box"",""MinQty"":1,""MaxQty"":8082},{""DiscountPercentage"":0.6210852436701186,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1994},{""DiscountPercentage"":0.6475305140747499,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7362},{""DiscountPercentage"":0.053107575668317246,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":728},{""DiscountPercentage"":0.6419303644490029,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3769}]",722d92d84abd452aa7b24003cb2fba84,
cb6b1e97691f4d12a09338d229aa9306,"[""ce66e9bfb66e4575aaae9cb6bee9bd34"",""a3d860edf8af42be820f8e75134fedb8"",""40e5f242a03b498790e0f0998a7f5932"",""c1cb24301acf4c64bb51d6c53f5b7fbe"",""9fe5042ae0c244959fa698f83b03e5c3"",""a49b1487834e4b69a6dee987d1af8608"",""aec4534472a8490e87e05b06e5284297"",""5ac54361c1474d79b56745235966639f"",""556f6bb94cf74afb92f9b9cf73d3c0d5"",""b7e08689736c47e1a2ae13d835e42014"",""b366055cc86d40e5ba1fc0217360c724"",""162e24d8331c4f3b825175269d586006"",""b6ad1328d56a400d92af295fc7b36d37""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.22031956035871764,""UOM"":""Case"",""MinQty"":1,""MaxQty"":5881},{""DiscountPercentage"":0.9667815111491099,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":5686},{""DiscountPercentage"":0.9786836102824503,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3056},{""DiscountPercentage"":0.11386264663586945,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":1430},{""DiscountPercentage"":0.8120888900200892,""UOM"":""EA."",""MinQty"":1,""MaxQty"":3364},{""DiscountPercentage"":0.4777333822564134,""UOM"":""Box"",""MinQty"":1,""MaxQty"":4392},{""DiscountPercentage"":0.6056908165793702,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":5148},{""DiscountPercentage"":0.3287488383015976,""UOM"":""EA."",""MinQty"":1,""MaxQty"":942},{""DiscountPercentage"":0.2825085621179572,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7951},{""DiscountPercentage"":0.979718685435053,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":8932},{""DiscountPercentage"":0.77339129986286,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3527},{""DiscountPercentage"":0.4692075869185373,""UOM"":""EA."",""MinQty"":1,""MaxQty"":8859},{""DiscountPercentage"":0.14569498409638107,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":1483}]",3a79c93abd704112b6de24190a2ce009,
